"uniprot","protein_names","gene_names","wt_1_t24","wt_2_t24","wt_3_t24","wt_4_t24","wt_1_t36","wt_2_t36","wt_3_t36","wt_4_t36","ko_1_t24","ko_2_t24","ko_3_t24","ko_4_t24","ko_1_t36","ko_2_t36","ko_3_t36","ko_4_t36"
"Q9D4J7","PHD finger protein 6","Phf6",77380.4194053408,80171.3556866856,99889.6454388723,117547.223602992,84066.1562334118,86063.6178002861,99756.8206509523,119072.23357934,113388.865066839,117132.114884923,147181.748205222,122917.530984852,116105.974281775,112998.675317558,140751.475862249,115319.843986312
"Q9D4V7","Rab-like protein 3","Rabl3",28625.2356428847,29326.8043092059,24890.6599987051,25109.685099165,26885.8438347215,29948.9485730378,25430.435671239,27684.4890333051,25247.2937079932,25785.2508032852,28624.8727238981,26108.056686673,27598.976711451,27186.3065860986,28908.6132346158,29086.1440050001
"Q9D517","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma","Agpat3",197863.405733666,193519.286848376,167126.55428602,160139.692548942,183931.992945658,185435.976258994,166129.714683982,174719.391801027,190589.969981764,162042.697406618,190163.595529586,158424.736815721,191624.37782955,160196.880741122,185647.123468471,163994.615586516
"Q9D554","Splicing factor 3A subunit 3","Sf3a3",492711.40490567,490536.605071785,473010.50635216,578946.36140207,499455.696674192,495288.123634604,496463.717938225,582208.810164639,597663.089593538,585788.354913578,749054.86285636,619044.192725568,603871.057675657,556928.304338594,752062.441016596,562977.781922772
"Q9D5J6","Sedoheptulokinase","Shpk",8475.43442981553,8476.96922098425,8517.0572096478,9526.26672142135,7974.66353258633,9488.473065523,8481.84723454655,8057.87775269877,9477.1182216857,8489.56514649305,11901.0088765569,8240.65679910699,10747.8020484261,9361.62027708459,12463.9731358403,8029.52504379976
"Q9D5R2","WD repeat-containing protein 20","Wdr20",7856.7230027008,7999.61305735361,7329.41588122595,7332.71797683746,7012.35066373636,7473.42750242838,6877.9184904691,6621.35543187896,6666.48343486787,6707.28313597534,6501.99541038276,7677.47438467335,7541.55556273932,5925.19818829617,6201.11055649112,6069.53770042711
"Q9D5R4","Spermatogenesis-associated protein 1","Spata1",56779.2380795455,59141.9162729759,47964.6230860112,41736.6242231159,47468.6236486315,54188.798535123,45931.7804913491,49376.9775262425,41051.2895308913,45852.7506603334,39797.6079860317,47770.9760175784,43688.3011495299,46714.3010886116,43457.4581779763,47977.4539480113
"Q9D5T0","ATPase family AAA domain-containing protein 1","Atad1",107933.129759794,109739.092796428,132857.913599419,129890.733487599,110310.397852395,110574.310055372,131106.707374378,133070.258982836,135190.608873885,108460.079033806,168834.184160925,108604.789813682,137999.645121161,106607.982198357,167815.586011968,110399.880551395
"Q9D5V5","Cullin-5","Cul5",340171.470742839,338130.503598453,308561.189619781,323360.005537568,332738.523742363,335566.107367188,298164.576184976,332280.631636879,292925.359187293,311162.528029205,300432.443197305,311781.457387632,294912.222076607,310514.047976977,300350.27332263,312818.198381595
"Q9D5V6","Synapse-associated protein 1","Syap1",423826.273023642,430187.447974728,510157.177408924,436680.575841061,433180.898783681,423959.182991856,496167.498536114,440381.439899966,435944.138652509,509835.632272562,419608.93856832,496302.850444488,440644.64698097,509204.115942256,425382.238161464,508417.049494918
"Q9D620","Rab11 family-interacting protein 1","Rab11fip1",35405.7578879945,30485.0855267604,29706.8191264509,41198.3042008912,33128.3622943294,29039.0041103883,29916.1848172083,41624.6529645449,29748.6980195729,22790.076141937,31945.1739337419,19795.3190709164,28654.1392730013,22785.5823805584,30398.0947333796,26136.9152251161
"Q9D662","Protein transport protein Sec23B","Sec23b",249251.823199419,228229.07105407,292555.133674086,306737.272038791,248959.733008395,233416.812513053,298046.088424131,310927.522933136,289856.782306392,292310.646557181,318854.633282583,300754.11733975,291969.575582753,285117.836774885,314199.132362453,280851.55762336
"Q9D666","SUN domain-containing protein 1","Sun1",104350.884738407,99448.5565510358,122866.080586724,111848.601492722,104969.737155191,105929.31120427,126367.196940601,122989.01016283,133029.406877122,140115.56550016,140065.418666436,146568.273455968,126105.258484191,139017.299704099,136638.052952091,147174.014155483
"Q9D684","Ras and Rab interactor 2","Rin2",5514.6284121867,5614.37858368076,6279.07821955656,6237.04737580079,6315.8962416233,6855.94958167366,7370.33358730171,6849.46315904245,7618.89678648759,8252.48991234682,9449.35052951027,8293.92787068335,8704.80562495378,7283.63653687631,8964.14379797618,8032.02439022339
"Q9D6H2","Intraflagellar transport protein 25 homolog","Hspb11",22477.3876098347,22350.0603792195,16722.2169912935,19277.534389632,21193.6574165005,23258.180465321,18563.0825322964,21393.1666460741,17372.1045999391,16858.5058441645,20421.0270754014,20522.874777083,18836.7468117905,17289.9369533607,20899.0044188463,18450.1752992404
"Q9D6I7","Protein FAM69A","Fam69a",19231.1144114037,16224.9559206498,22678.1143918749,22096.3546622583,18886.6004351196,18203.1713445788,19883.2336677049,24700.1723296345,22068.1820684792,20418.4702667397,18035.5394432111,24790.7870249382,21075.6341603507,21104.1901442583,16211.3114642629,20579.6184521736
"Q9D6J1","Ceramide synthase 4","Cers4",7598.96248259131,7203.50421284466,7566.25597584551,6607.66809422704,7138.5023989104,7793.29953503561,7610.76500201523,8031.39467594303,7577.24003044311,7455.05480697195,7837.4576489837,7885.17017914236,6055.47146770397,7364.8137559963,7787.34317685884,9876.29248233554
"Q9D6J3","Coiled-coil domain-containing protein 94","Ccdc94",4281.24099721479,4796.23779041366,5458.40948048805,6777.99591375911,5193.5441966272,4827.52300507986,4743.85488858318,5854.02318344928,4969.52726316873,6122.98563662345,6654.50245673835,7467.70628798137,6072.61309776526,4481.19942915625,6904.01346082246,5940.57179108298
"Q9D6J5","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial","Ndufb8",41050.7390042176,43963.1498391496,43412.3630885529,41370.73483301,43339.7778405902,46726.1834185,45723.4395118643,40045.7024043254,45870.2750519191,44358.570809365,51032.9904408038,43679.2524734958,44463.4837534125,44798.8464294273,50062.0665523056,48396.0944739694
"Q9D6J6","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial","Ndufv2",187500.638467169,203684.847256057,196623.975189525,188748.457792568,189823.889349341,194920.809128493,194695.139027564,197085.076269252,211740.053644747,217286.46213598,243961.872207951,226703.041548285,220774.672061547,214390.659702576,229164.925258822,217580.602909154
"Q9D6K5","Synaptojanin-2-binding protein","Synj2bp",85048.8671825483,92009.2731804464,81531.4450710504,84847.4364717159,84991.5092882234,90343.5683434304,78790.4113695278,86576.3405838157,81996.9936207194,75169.002308695,71072.261186064,71138.7801585183,72280.5400917543,72611.9493914146,69179.9286792473,71488.8057551035
"Q9D6K7","Tetratricopeptide repeat protein 33","Ttc33",34776.3561287557,36244.2813470816,33231.211134565,36351.3211882812,34244.3886836774,32747.2954264093,32934.6605247205,32940.981243648,35533.6253490778,29812.8918154737,39261.191399064,33193.9517907492,36700.2299612125,31873.6915118006,38774.7938577574,29611.0067539625
"Q9D6K8","FUN14 domain-containing protein 2","Fundc2",84147.8518391666,88972.4891651227,124950.501253487,104647.519789172,94279.3791098578,92230.9002112552,119968.857855001,102178.909121798,117356.567969294,111876.077438814,133037.186742297,135945.131022623,112230.061262362,111201.566827248,132444.171892101,115799.718499649
"Q9D6K9","Ceramide synthase 5","Cers5",91485.7818814532,88405.588457977,101486.426408365,92746.6519540887,93185.9443478246,93347.4555930709,98808.9185641968,95397.9896616309,88279.3273639832,88671.1406427025,74320.1265794194,89689.3778574885,83103.5748498938,91266.8121591232,72552.1308840785,94114.1392550186
"Q9D6L8","Peptidyl-prolyl cis-trans isomerase-like 3","Ppil3",90511.6817584025,91218.1890118385,89634.8694521593,101567.95075578,92896.7715181959,90178.7078172562,92187.4275290064,104200.722488901,95076.3901324305,88986.3325154837,111492.425648941,86511.7627647435,103049.766051762,89864.1908983932,116080.995670031,86827.2947569239
"Q9D6M3","Mitochondrial glutamate carrier 1","Slc25a22",59189.9449910147,55905.4285994532,70391.2683790977,68738.840650415,54554.2616396254,52662.2328836664,68043.5714609366,64499.9634768715,70375.9960136946,70045.8565711101,62598.2495193134,72553.4718093979,69765.4820366513,73529.7896789048,61389.5683217698,71958.682882746
"Q9D6N1","Carbonic anhydrase 13","Ca13",410649.196331086,438575.001619088,87060.8967755876,79481.0587501625,409287.993735616,446697.089329121,82808.1338601615,70395.1573232722,89145.4579352053,96252.7829879811,102663.086936444,101290.885798841,85691.0086763668,88198.5781512764,104927.484649578,91388.6019800496
"Q9D6N5","Dr1-associated corepressor","Drap1",28283.8097318938,31648.5203871072,33857.4934908631,33830.0488966893,30154.4004746175,31540.8161212258,37562.5949837031,36244.6487653475,35546.8235292107,36378.2533385144,41193.4657470096,39967.889248734,35759.3449334042,38594.877265561,44076.9859316822,41406.6722002867
"Q9D6R2","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","Idh3a",679862.981738599,637647.338576096,931344.013972753,968187.485284571,674739.614683768,648587.002518612,920314.186438945,890321.149928392,811399.367983387,820819.267617216,716302.127455012,793367.369046412,780106.060961297,776894.383552571,670749.423342692,761450.881423271
"Q9D6S7","Ribosome-recycling factor, mitochondrial","Mrrf",27122.0889804392,26853.0557689337,33500.8472024674,37389.0591998747,29206.4557924912,29690.9525548043,36753.9160159398,35818.4767677689,41495.9032241186,33706.7892492118,48789.4378544353,32779.3901348138,41287.5206281688,34436.9818657846,51874.3863772701,35278.2747695446
"Q9D6T0","Nitric oxide synthase-interacting protein","Nosip",54505.9741865583,54498.4841171734,44449.7926405886,52925.6899975617,51344.4432307476,51320.8676934313,46811.5521156191,52977.7414535646,46545.8568974723,55290.6175753156,58364.6697042856,56048.735882469,49858.3356588116,50018.3507959187,61056.6727268401,52540.0108443488
"Q9D6U8","Protein FAM162A","Fam162a",129392.784542298,129910.450685231,153080.618692098,122247.009734525,132133.90983843,133419.26868236,139203.371032082,129520.680204048,158526.641121382,150295.411121068,122582.936470737,163606.757514914,149579.768540341,146477.491534607,109473.370115083,148611.13834907
"Q9D6V8","Polyadenylate-binding protein-interacting protein 2","Paip2",47514.9241432975,48401.7246939609,54294.3775878331,50636.778496813,46054.387778729,46246.5891605388,51917.3872100077,49631.7905482934,46704.2350590672,47355.4492105661,47132.2238366684,47138.7694922769,46370.9662541211,47599.7057594474,44613.0383549375,44753.2970615279
"Q9D6W8","Uncharacterized protein C17orf59 homolog","",44159.5691841666,46797.6533748782,48384.3756881713,45237.8071801639,44182.8973719762,43235.2082506176,47669.6009837343,41757.0667183617,45559.2929325375,43602.9621846164,52383.8205320728,44444.1187286967,50554.476301856,45802.5972691372,56147.7198602189,45799.2735398173
"Q9D6X6","Serine protease 23","Prss23",1501619.51779571,1655092.38272585,1034943.54573596,803968.336317207,1579154.74930007,1790770.7024942,945779.181040431,772917.997279516,756767.151095735,691948.385146008,904547.152710041,730011.983978082,753317.502426632,707867.884758897,936412.176819027,696205.443034397
"Q9D6Y4","Protein MEF2BNB","Mef2bnb",31938.0487153426,32804.2247832656,40997.1123526613,33376.8927842305,31959.9233296112,34960.0662549934,42871.8340675413,34975.0345375742,41353.1979014316,35359.4169064972,48486.9693774773,34725.7571094306,40406.6313055749,39478.5286598209,45988.8727170637,38012.5597569964
"Q9D6Y7","Mitochondrial peptide methionine sulfoxide reductase","Msra",51583.6738174062,51772.2070800818,56248.7610019908,53654.3145588933,53086.7095292601,54527.0837706492,50495.5340798743,49666.284887523,70841.2318633796,55590.475789421,52315.3001651244,54763.5947490691,64172.5490727663,56855.2528036893,50629.2965086208,51786.4578976242
"Q9D6Y9","1,4-alpha-glucan-branching enzyme","Gbe1",105360.981842489,99961.344008863,123325.03559592,101032.784952436,106153.538426483,107170.047242165,126298.079080108,100271.705978587,109363.420126303,111075.319707964,95780.7055076669,104562.813668312,110563.513895292,105950.50348239,92708.9088707251,91611.0438117527
"Q9D6Z1","Nucleolar protein 56","Nop56",588157.945518139,610500.525168005,585779.576736582,699069.530423911,580541.565432243,594290.081170869,630858.460676036,748649.560550562,634321.034912688,621967.270689307,662405.964538148,636901.436054986,598880.93870226,585156.057210784,686257.731722798,620587.716987455
"Q9D706","RNA polymerase II-associated protein 3","Rpap3",263290.645801504,261109.312068521,291646.785218386,324285.243075767,263328.007980567,255940.614270871,296950.07663632,325615.435121224,287943.04618712,282548.217200226,327683.97199508,307874.213780441,292102.899372119,281690.181068976,321058.189635625,276152.786346935
"Q9D708","","S100a16",52519.5953242119,55185.2070192385,74363.1415211775,53393.5657981282,56070.6116649905,53424.4451864975,67277.3506074759,51698.1127402085,68252.7387848131,51057.6759108561,81398.280485192,47328.4314498674,70075.9360033168,47986.3032444361,80868.4863960823,48484.8212720083
"Q9D710","Thioredoxin-related transmembrane protein 2","Tmx2",86152.774600832,81382.4617428605,75347.0263221404,70610.3438526809,77183.8428882505,80949.7299201959,69660.9293964633,68069.5712268249,66171.5507551053,58876.9899656103,60710.0239786918,60498.0188547959,63743.0560084529,61035.9407989526,61041.5868237467,58909.5952049711
"Q9D711","Pirin","Pir",286732.316175927,279443.396301892,168054.025867102,102124.144684993,288675.813827701,279331.539575449,166722.153488205,103212.626578066,215666.512234287,195538.222914074,287061.183018512,202845.018249202,233173.784472544,189239.907221112,300561.475965939,200710.014549648
"Q9D720","Non-structural maintenance of chromosomes element 1 homolog","Nsmce1",1845.77244617281,2154.86689250272,1818.03555351951,1881.5966770135,1908.35998665469,1756.29983906743,1785.8080114208,2033.83080413412,1810.29546303519,1578.60013988058,1454.58950407662,1743.54273505607,1693.02170888596,1574.26708031641,1606.14581602009,1878.75873715265
"Q9D727","Uncharacterized protein C6orf226 homolog","",19892.1498812455,18857.1789767831,24307.4046745191,19612.9329972291,21021.0573838159,18279.1784702824,25912.2858986731,22253.2996855735,21682.1352995917,17506.7788581821,21126.7868549702,13967.6185926042,21849.8644514521,18695.1881289546,21755.8837145564,20250.9543974662
"Q9D735","Uncharacterized protein C19orf43 homolog","",79901.298895117,82136.1820012247,85238.4629265736,102830.689714163,82069.9600438817,80617.8678220532,88573.5508232508,108909.756154051,102426.126693943,96993.9098239802,121290.838122566,97499.7194553119,100945.154805349,95597.405301627,136768.797445568,103306.735401132
"Q9D753","Exosome complex component RRP43","Exosc8",42765.5042824211,41830.8301338629,39216.7493794902,40442.3430759309,38669.6366420879,41953.7923426277,42099.6888260383,41888.3677515583,40846.7177388313,40881.2377696541,46149.4460021509,40951.4367774407,41748.4400142611,44271.1101800776,46729.0876955175,45019.4774556445
"Q9D771","Transmembrane protein 206","Tmem206",21924.3430830859,18446.1759641025,33432.0039510881,35186.3630151854,23738.3783172324,20771.3557750448,31083.2892615261,33057.8169087806,32270.3753112165,33370.3006282696,31291.2938605769,33391.9049814583,31366.3260738091,35085.6941988722,31133.281077469,30970.6512084175
"Q9D773","39S ribosomal protein L2, mitochondrial","Mrpl2",51446.2307989243,54064.2897119277,51699.3694733399,53121.2515681356,54387.0835974963,54584.8920070999,53747.0357170473,52434.7337908535,53686.0723493751,49509.8282545223,54207.441155286,50811.7857638647,47770.8660424595,50390.9220683001,54435.9727225444,48326.1127741077
"Q9D787","Peptidyl-prolyl cis-trans isomerase-like 2","Ppil2",14675.8600845732,16138.6324038799,13141.4117632991,14518.8695056683,14499.3064105978,16417.5391519913,12680.1652063697,14494.298800154,15479.8155233836,13272.9853237962,17495.2074067035,14812.2879665726,14261.8362109896,12791.9058978573,18208.6850338408,14201.2863790686
"Q9D7A6","Signal recognition particle 19 kDa protein","Srp19",89714.2940876858,93430.3901804049,86767.3568009563,115202.587568692,86853.0593789577,93099.0942809125,88449.1386743641,107860.460609099,81948.3253314793,96550.9374622336,82575.85193432,101336.487580994,81288.4666889599,95159.0861576489,83211.8300099376,96026.139269096
"Q9D7A8","Armadillo repeat-containing protein 1","Armc1",11955.3609727161,14793.5316351069,11736.8182039069,12968.0452228918,11974.4661419029,13012.2058158877,13008.968742713,13157.9213351621,12250.3858221128,12081.2192967125,13459.3577934411,15531.5524396206,11335.3790344157,11516.397188881,12491.1277614086,13641.4327801753
"Q9D7B1","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","Dus2",1837.15496044623,1710.49401128703,2286.74342669144,2439.57807393232,1558.55114106476,2285.4592287631,1931.15307037584,2601.2069397659,2499.07548872128,2133.84889553861,2439.42304519455,2403.62843050791,2265.83784676726,1893.18813227948,2638.12225851752,2540.83551324358
"Q9D7B6","Isobutyryl-CoA dehydrogenase, mitochondrial","Acad8",255251.320037917,249655.340962781,260705.568348453,237817.58950591,256722.216153738,269600.486439586,265155.860809727,244720.64602471,246987.443462193,239349.893230667,280013.373846674,236476.332586963,246287.131469427,237086.824977763,278475.713837071,240999.478898572
"Q9D7B7","Probable glutathione peroxidase 8","Gpx8",215491.01826278,222018.931489428,219256.194080481,246365.522671315,216942.87877795,219906.813549951,216773.358464912,248114.443916655,236849.591347603,213538.234459662,281971.098616629,229522.060808646,227231.352717965,206597.345322645,267442.890041367,208557.962319848
"Q9D7E3","Ovarian cancer-associated gene 2 protein homolog","Ovca2",27530.054765457,26600.5272721143,25292.2456317512,27434.3444138897,27683.7801114779,26461.1849738472,24207.0495405201,26814.3415082229,28293.5986599199,25861.9190966645,35023.6961344962,26576.51135788,29744.5374074553,24779.9344856588,35403.5973797992,24887.2420133008
"Q9D7E4","UPF0449 protein C19orf25 homolog","",16588.0633496436,15312.7611464244,14405.4503511252,14990.9509314084,16604.8460763312,17136.930538933,15349.1020193908,16427.0945176319,16467.2043745767,16665.1313708636,16673.9418657074,15062.0613642737,16847.3654119002,15483.185441883,14989.3533136903,13825.1347423122
"Q9D7G0","Ribose-phosphate pyrophosphokinase 1","Prps1",344840.170100798,350872.885402251,333086.597923668,331518.918374413,356974.821525612,352384.022082745,327924.752117072,328697.671239482,304259.296376427,330457.381862976,334917.765020064,357621.612492691,309539.746395571,319972.975104024,329546.524442895,312180.865043569
"Q9D7H3","RNA 3-terminal phosphate cyclase","RtcA",156968.653647249,153436.830031778,153596.943077443,165270.555260772,158936.616484633,157366.8658935,150469.582292375,158284.508239053,155928.249407716,158958.92827292,169392.135720363,147387.032726441,154760.350069974,163940.126230695,174302.524342168,160333.073075897
"Q9D7I5","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase","Lhpp",17460.7174352433,21336.0811598475,19478.8155152743,19380.5722063859,18122.0997667889,18147.5041539226,19029.1343916179,21426.5482646834,19845.9384886009,19797.457090368,17638.1213149102,18186.8198458869,20856.6022206787,20131.1216446269,20361.9462687181,19076.2615783599
"Q9D7J4","Cytochrome c oxidase protein 20 homolog","Cox20",15376.164988267,13749.9189696795,17146.7503747994,13027.975381616,15541.2322623534,15854.4441080458,15333.3036512782,13733.1978958622,13882.8357273018,13324.0975193824,13206.8112981169,14878.6178315223,13270.4786057786,12224.7209255496,13615.53040531,11405.8918834054
"Q9D7K2","CST complex subunit TEN1","Ten1",8384.24250397099,9962.12048427892,9545.4994530013,12100.6350308303,10484.3224042229,9527.97473317145,11590.0778066008,12871.9521357425,13831.6927792868,13590.7328063568,18765.7707824043,14834.0524535092,13690.4485422801,12208.0647980785,19748.4528762495,13330.2641504333
"Q9D7M1","Glucose-induced degradation protein 8 homolog","Gid8",197208.915169466,207408.354173445,205066.835046185,223066.359209398,209821.997848345,199845.214455773,207876.902421508,211895.387725574,211327.610515594,214466.772679477,229171.261570941,218898.918375301,217860.594951128,214285.463108021,227595.991337099,213844.080005826
"Q9D7M8","DNA-directed RNA polymerase II subunit RPB4","Polr2d",87870.8123318564,82096.2412695849,87982.6314190553,92842.3299267888,96927.1178311449,92602.3716565956,94840.5659739149,91251.992630357,93616.3414552276,90894.5211506999,105540.942348278,90550.6296976944,92157.2124605962,92257.4134245138,97791.8524863579,95951.1588763871
"Q9D7N3","28S ribosomal protein S9, mitochondrial","Mrps9",92506.7871616049,104533.913576272,105033.766166939,117000.49233042,99891.1393348383,102323.790086384,107744.870527882,108264.378194272,112333.010656207,106551.89039859,120801.406930078,105143.199986621,105116.284786928,99629.9414262256,112671.581570902,100559.953681562
"Q9D7N6","39S ribosomal protein L30, mitochondrial","Mrpl30",4711.45962120318,3473.94182808562,3945.57884467796,2835.11707017413,3178.00944174287,3344.09947865337,2598.83155452149,3684.66295342938,2936.18263644271,2729.56157669038,4122.38095250237,2594.01582039057,2738.08966195638,3364.88831888199,2795.21674695663,2598.07060736391
"Q9D7N9","Adipocyte plasma membrane-associated protein","Apmap",175163.491332003,167145.51985912,180283.264549625,179065.005830282,170666.189386444,167172.85563217,174098.016600771,173183.837345,160910.562407888,167665.038921094,159750.341228334,168198.027854399,162921.670604708,163712.200275826,161207.96045702,162395.033875392
"Q9D7P6","Iron-sulfur cluster assembly enzyme ISCU, mitochondrial","Iscu",129501.866302998,128336.012812204,164592.740172753,131720.180438129,127046.275367151,128034.53850927,148948.989361538,121164.148345522,143571.453258281,128266.054823438,141582.655363151,130286.364419105,143599.244274514,124473.870506905,137050.40096998,128841.308138153
"Q9D7S7","60S ribosomal protein L22-like 1","Rpl22l1",164146.233501307,159904.651736031,168761.581506279,205602.500675895,158728.773513338,166594.773267663,174098.016600771,217425.609208513,167682.878588586,178126.001617726,183468.17681634,177048.91920862,160359.949223327,169366.517233144,188624.075012253,185364.027508557
"Q9D7S9","Charged multivesicular body protein 5","Chmp5",187424.281234679,177774.908118102,189557.980360452,178928.323012139,191622.182883594,179933.488567208,193135.050176445,171648.282888973,185962.358072663,177129.313803796,187295.528741602,164570.613364964,193071.893256947,176449.75459983,197927.048586571,169318.223468849
"Q9D7V2","LysM and putative peptidoglycan-binding domain-containing protein 2","Lysmd2",12457.1370719359,10863.2348006796,10131.4318279917,10709.6245046518,11207.2544782944,12894.4482971919,11492.3254039041,11839.3474000951,9991.02236061078,11294.0914846858,10267.2875560294,11431.5376624192,10009.7596430096,11813.5775684982,9453.63126344727,10727.5695081089
"Q9D7W5","Mediator of RNA polymerase II transcription subunit 8","Med8",6678.31242228361,6915.1581502619,6431.20277535414,6631.53470905821,6098.38387733993,6116.86067796607,5376.57982076927,7474.14440662018,5248.75126160554,6644.92609097939,6417.22583225167,6057.47147853707,6034.71077007631,5336.18500822758,6526.16167824319,5993.80738175271
"Q9D7X3","Dual specificity protein phosphatase 3","Dusp3",133276.095223217,128317.975062431,168847.635570503,182913.152864155,133977.386627313,131856.305252397,171876.371084938,174808.409450652,167319.928634931,153029.913584927,141749.061968597,148827.634480816,172644.784100582,155445.501220399,142843.387757879,152235.190663334
"Q9D7X8","Gamma-glutamylcyclotransferase","Ggct",634430.428407063,697068.83997055,259567.742388156,275163.541047755,597548.542474777,645407.549513825,256081.673125057,283710.376560361,265382.407022432,195674.522102303,339068.141532369,188553.005160828,280741.807892611,190212.975720743,341062.097137591,197360.890341983
"Q9D7Z3","Nucleolar protein 7","Nol7",9259.95066581999,10437.0287934046,8105.81477178175,13656.7163450739,8113.6470473295,8178.90209170605,10657.9740879578,11501.0803315209,9742.73159686046,11277.0540861571,11512.4005097208,10887.425489004,9391.3273509125,9984.91009982147,11861.5427389737,10347.5443725495
"Q9D819","Inorganic pyrophosphatase","Ppa1",819760.339836303,833421.344146074,1001860.53882311,1160016.56351682,846435.982275764,826711.307389493,1012774.13581789,1113722.06886797,1016672.31336301,881344.625890479,1073028.94641237,884747.122055978,1030878.58563009,843080.574293267,1056013.21654421,838668.189181336
"Q9D820","Prolyl-tRNA synthetase associated domain-containing protein 1","Prorsd1",138697.458730005,137151.318808319,131595.787324131,135841.693108287,142209.775620802,143000.448612611,139025.639390815,135996.71421425,154022.762151027,132014.282499756,148317.228571796,127342.976661963,151170.130884916,127708.665789464,147077.497892785,132052.968292518
"Q9D823","60S ribosomal protein L37","Rpl37",124200.49273298,112122.652587837,109317.346252764,105080.699182056,95942.1228802224,99484.7633629175,107507.895006193,110606.655100024,98631.6499057324,88875.5894250471,101145.850239729,84482.4834589396,84476.8098803591,88356.3730431085,108065.352493024,105518.656986045
"Q9D824","Pre-mRNA 3-end-processing factor FIP1","Fip1l1",142100.809663844,143142.428554291,182128.646149099,200450.609838197,145715.99618005,145195.020551942,184653.301295997,211895.387725574,192206.747048045,190375.891159873,235475.135330196,198222.655785522,192062.441708894,182174.202620184,230160.594862992,193199.478546638
"Q9D824","Pre-mRNA 3-end-processing factor FIP1","Fip1l1",3313.35848126142,2899.05303752262,2282.05812091062,2603.91292893015,2856.21421402322,2579.53207771997,1884.64652781881,2806.17002369488,2239.31868514756,2307.97123328773,2404.18399933536,2459.90522590681,2717.71026143837,3123.28693513507,2291.64935080373,2336.01419586546
"Q9D832","DnaJ homolog subfamily B member 4","Dnajb4",386422.137279624,376821.476861148,342695.968428699,368980.524608533,382747.349966264,380453.132448238,352599.828312928,361478.420713806,370497.662918455,484773.619036821,314234.402825489,490011.877315668,357060.154176579,502164.710489968,301728.119138502,497045.023267399
"Q9D842","Aprataxin and PNK-like factor","Aplf",8000.38336196718,7474.71466478596,8722.44032325989,12181.5933154227,9240.87923681976,8475.22262057411,9497.18937658743,13156.8086145418,16072.9087431061,11966.2168566437,19965.8560663868,9985.02820202389,17525.4121121022,10873.8213238091,24782.1158751102,11315.2905755488
"Q9D853","Protein-lysine N-methyltransferase Mettl10","Mettl10",59640.4526627056,59792.5636754955,54483.6965291263,54658.4075690978,61244.0943200651,60094.8733591668,55074.0986385051,54460.9980404374,51734.3914622214,57919.4881682965,52418.0807155471,61413.1637102733,55297.9462649262,58838.2086110463,51287.0418834969,58499.7023914957
"Q9D855","Cytochrome b-c1 complex subunit 7","Uqcrb",102572.852038998,102645.103492919,124166.453112778,105897.641872033,103514.836356122,99707.4321255423,117500.362837408,103189.259445039,115269.605735779,116638.03032759,127721.963991869,120937.999077761,120667.552503639,112113.270646722,125927.061755714,110287.409962332
"Q9D868","Peptidyl-prolyl cis-trans isomerase H","Ppih",191416.673676298,194382.522016075,194042.3532628,209324.478954558,186471.291855834,197425.832708022,196571.195240934,209658.819278752,221539.702393431,235550.553358763,254778.301561953,239668.457337665,224879.140148444,234211.451393266,246966.290909138,235875.818730129
"Q9D880","Mitochondrial import inner membrane translocase subunit TIM50","Timm50",191427.581852368,178148.547220539,212849.947077126,213940.152582619,179892.609981783,182813.195160769,209585.100973683,203683.509547689,188008.075993264,199465.343274943,186855.040668362,206192.60362088,187986.543005432,191668.19527875,184279.334921328,200547.557032112
"Q9D883","Splicing factor U2AF 35 kDa subunit;Splicing factor U2AF 26 kDa subunit","U2af1;U2af1l4",292699.088486215,316717.117796722,341500.773092252,420667.65799246,313897.106561873,309809.326459721,359699.219983524,410037.548584121,404796.433538848,411632.067153043,508381.968261933,443860.800968657,414694.123693746,403674.398838085,508032.872576324,414991.48017961
"Q9D892","Inosine triphosphate pyrophosphatase","Itpa",310719.395353849,320221.594895441,294410.076836251,308608.775241057,315984.572925755,324689.594731283,299932.018617572,314388.0840623,329393.580667032,301783.440139147,358733.486846567,299852.44573809,359812.338114197,304465.243790079,375719.445177699,304870.27675445
"Q9D898","Actin-related protein 2/3 complex subunit 5-like protein","Arpc5l",210571.430855211,211995.096258533,205736.144434595,194068.573637211,209180.395632607,227807.272531543,209644.344854105,187426.661284964,211484.338904672,177964.146331703,226087.845058262,174685.917769788,208661.253484905,187285.003838969,235319.973720965,196236.184451349
"Q9D8B3","Charged multivesicular body protein 4b","Chmp4b",584252.81848508,568253.538378669,618374.943952157,573005.915844316,560697.079998979,558502.500716313,587827.655529362,568488.96491622,587896.436295187,548663.863519506,597585.697404936,531696.051819974,571435.28434858,543682.299807575,618270.59511481,575949.389861415
